drug1;drug2
aminosalicylic_acid;azathioprine
aminosalicylic_acid;mercaptopurine
aminosalicylic_acid;sulindac
aminosalicylic_acid;thioguanine
aminosalicylic_acid;tiaprofenic_acid
aminosalicylic_acid;tolmetin
aminosalicylic_acid;trandolapril
aminosalicylic_acid;treprostinil
aminosalicylic_acid;warfarin
diltiazem;amiodarone
diltiazem;amlodipine
diltiazem;aprepitant
diltiazem;atazanavir
diltiazem;atenolol
diltiazem;atorvastatin
diltiazem;bromazepam
diltiazem;buspirone
diltiazem;carbamazepine
diltiazem;cerivastatin
diltiazem;cilostazol
diltiazem;cisapride
diltiazem;cyclosporine
diltiazem;dihydroquinidine_barbiturate
diltiazem;lovastatin
diltiazem;mesoridazine
diltiazem;metoprolol
diltiazem;midazolam
diltiazem;moricizine
diltiazem;pindolol
diltiazem;propranolol
diltiazem;quinidine
diltiazem;quinidine_barbiturate
diltiazem;quinupristin
diltiazem;ranolazine
diltiazem;rifampin
diltiazem;ritonavir
diltiazem;simvastatin
diltiazem;sirolimus
diltiazem;tacrolimus
diltiazem;tamsulosin
diltiazem;telithromycin
diltiazem;terfenadine
diltiazem;thiopental
diltiazem;thioridazine
diltiazem;timolol
diltiazem;tipranavir
diltiazem;tolterodine
diltiazem;tramadol
diltiazem;trazodone
diltiazem;treprostinil
diltiazem;triazolam
diltiazem;voriconazole
moricizine;diltiazem
moricizine;ranolazine
moricizine;telithromycin
moricizine;voriconazole
mefloquine;acenocoumarol
mefloquine;anisindione
mefloquine;artemether
mefloquine;dicumarol
mefloquine;halofantrine
mefloquine;lumefantrine
mefloquine;rifampin
mefloquine;ritonavir
mefloquine;tacrolimus
mefloquine;telithromycin
mefloquine;thiothixene
mefloquine;tiagabine
mefloquine;topotecan
mefloquine;toremifene
mefloquine;trimipramine
mefloquine;vigabatrin
mefloquine;voriconazole
mefloquine;vorinostat
mefloquine;warfarin
mefloquine;ziprasidone
mefloquine;zonisamide
mefloquine;zuclopenthixol
apomorphine;artemether
apomorphine;entacapone
apomorphine;lumefantrine
apomorphine;paliperidone
apomorphine;tacrolimus
apomorphine;thiothixene
apomorphine;toremifene
apomorphine;voriconazole
apomorphine;vorinostat
apomorphine;ziprasidone
apomorphine;zuclopenthixol
carisoprodol;delavirdine
carisoprodol;droperidol
carisoprodol;fluconazole
carisoprodol;fluvoxamine
carisoprodol;gemfibrozil
carisoprodol;isoniazid
carisoprodol;methotrimeprazine
carisoprodol;modafinil
carisoprodol;sitaxentan
carisoprodol;ticlopidine
carisoprodol;triprolidine
acetaminophen;acenocoumarol
acetaminophen;anisindione
acetaminophen;dicumarol
acetaminophen;imatinib
acetaminophen;isoniazid
acetaminophen;warfarin
mechlorethamine;trastuzumab
disulfiram;acenocoumarol
disulfiram;aminophylline
disulfiram;amprenavir
disulfiram;anisindione
disulfiram;chlorzoxazone
disulfiram;cocaine
disulfiram;dicumarol
disulfiram;dyphylline
disulfiram;ethotoin
disulfiram;fosphenytoin
disulfiram;isoniazid
disulfiram;mephenytoin
disulfiram;metronidazole
disulfiram;oxtriphylline
disulfiram;phenytoin
disulfiram;theophylline
disulfiram;tipranavir
disulfiram;trimethadione
disulfiram;warfarin
bacampicillin;demeclocycline
bacampicillin;doxycycline
bacampicillin;ethinyl_estradiol
bacampicillin;methotrexate
bacampicillin;minocycline
bacampicillin;tetracycline
clofibrate;acenocoumarol
clofibrate;acetohexamide
clofibrate;anisindione
clofibrate;chlorpropamide
clofibrate;dicumarol
clofibrate;gliclazide
clofibrate;glipizide
clofibrate;glisoxepide
clofibrate;glyburide
clofibrate;glycodiazine
clofibrate;insulin
clofibrate;insulin_aspart
clofibrate;insulin_detemir
clofibrate;insulin_glulisine
clofibrate;tolazamide
clofibrate;tolbutamide
clofibrate;ursodeoxycholic_acid
clofibrate;warfarin
didanosine;ganciclovir
didanosine;tenofovir
didanosine;tipranavir
didanosine;tobramycin
didanosine;trovafloxacin
didanosine;valganciclovir
didanosine;voriconazole
didanosine;zalcitabine
edrophonium;betamethasone
edrophonium;dexamethasone
edrophonium;fludrocortisone
edrophonium;hydrocortisone
edrophonium;prednisolone
edrophonium;prednisone
edrophonium;tacrine
edrophonium;triamcinolone
bitolterol;entacapone
pegaspargase;trastuzumab
hetacillin;demeclocycline
hetacillin;doxycycline
hetacillin;ethinyl_estradiol
hetacillin;minocycline
hetacillin;tetracycline
thyroglobulin;cholestyramine
thyroglobulin;colestipol
thyroglobulin;digoxin
metocurine;amikacin
metocurine;aminophylline
metocurine;azathioprine
metocurine;carbamazepine
metocurine;clindamycin
metocurine;fosphenytoin
metocurine;gentamicin
metocurine;lincomycin
metocurine;mercaptopurine
metocurine;netilmicin
metocurine;oxtriphylline
metocurine;phenytoin
metocurine;piperacillin
metocurine;quinidine
metocurine;quinine
metocurine;theophylline
metocurine;tobramycin
methoxyflurane;demeclocycline
methoxyflurane;minocycline
methoxyflurane;phenobarbital
methoxyflurane;primidone
methoxyflurane;tetracycline
salmeterol;acebutolol
salmeterol;atenolol
salmeterol;bisoprolol
salmeterol;carvedilol
salmeterol;conivaptan
salmeterol;esmolol
salmeterol;labetalol
salmeterol;metoprolol
salmeterol;nadolol
salmeterol;oxprenolol
salmeterol;pindolol
salmeterol;propranolol
salmeterol;quinupristin
salmeterol;telithromycin
salmeterol;timolol
salmeterol;voriconazole
cortisone_acetate;acetylsalicylic_acid
cortisone_acetate;fosphenytoin
cortisone_acetate;midodrine
cortisone_acetate;phenobarbital
cortisone_acetate;phenytoin
cortisone_acetate;primidone
cortisone_acetate;pyridostigmine
cortisone_acetate;rifampin
cortisone_acetate;tacrine
cortisone_acetate;trastuzumab
cortisone_acetate;vecuronium
vigabatrin;fosphenytoin
vigabatrin;mefloquine
vigabatrin;methotrimeprazine
vigabatrin;phenytoin
vigabatrin;triprolidine
carbenicillin;demeclocycline
carbenicillin;doxycycline
carbenicillin;mestranol
carbenicillin;methacycline
carbenicillin;methotrexate
carbenicillin;minocycline
carbenicillin;oxytetracycline
carbenicillin;rolitetracycline
carbenicillin;tetracycline
cefazolin;amikacin
cefazolin;gentamicin
cefazolin;netilmicin
cefazolin;probenecid
cefazolin;tobramycin
aripiprazole;carbamazepine
aripiprazole;dihydroquinidine_barbiturate
aripiprazole;itraconazole
aripiprazole;ketoconazole
aripiprazole;quinidine
aripiprazole;quinidine_barbiturate
aripiprazole;tacrine
aripiprazole;telithromycin
aripiprazole;terbinafine
aripiprazole;tetrabenazine
aripiprazole;triprolidine
aripiprazole;voriconazole
metoprolol;acetohexamide
metoprolol;chlorpropamide
metoprolol;cimetidine
metoprolol;citalopram
metoprolol;clonidine
metoprolol;dihydroergotamine
metoprolol;dihydroergotoxine
metoprolol;diltiazem
metoprolol;disopyramide
metoprolol;epinephrine
metoprolol;ergonovine
metoprolol;ergotamine
metoprolol;escitalopram
metoprolol;fenoterol
metoprolol;fluoxetine
metoprolol;formoterol
metoprolol;gliclazide
metoprolol;glipizide
metoprolol;glisoxepide
metoprolol;glyburide
metoprolol;glycodiazine
metoprolol;hydralazine
metoprolol;ibuprofen
metoprolol;indomethacin
metoprolol;insulin
metoprolol;insulin_glargine
metoprolol;isoproterenol
metoprolol;lidocaine
metoprolol;methysergide
metoprolol;orciprenaline
metoprolol;paroxetine
metoprolol;phenobarbital
metoprolol;pipobroman
metoprolol;pirbuterol
metoprolol;piroxicam
metoprolol;prazosin
metoprolol;primidone
metoprolol;procaterol
metoprolol;propafenone
metoprolol;repaglinide
metoprolol;rifampin
metoprolol;salbutamol
metoprolol;salmeterol
metoprolol;sertraline
metoprolol;telithromycin
metoprolol;terazosin
metoprolol;terbinafine
metoprolol;terbutaline
metoprolol;tolazamide
metoprolol;tolbutamide
metoprolol;treprostinil
metoprolol;verapamil
salicylate-sodium;betamethasone
salicylate-sodium;divalproex_sodium
salicylate-sodium;fludrocortisone
salicylate-sodium;gliclazide
salicylate-sodium;glyburide
salicylate-sodium;hydrocortisone
salicylate-sodium;methazolamide
salicylate-sodium;methotrexate
salicylate-sodium;prednisolone
salicylate-sodium;prednisone
salicylate-sodium;probenecid
salicylate-sodium;sulindac
salicylate-sodium;triamcinolone
salicylate-sodium;warfarin
atorvastatin;amprenavir
atorvastatin;atazanavir
atorvastatin;bezafibrate
atorvastatin;bosentan
atorvastatin;carbamazepine
atorvastatin;clarithromycin
atorvastatin;colchicine
atorvastatin;cyclosporine
atorvastatin;delavirdine
atorvastatin;diltiazem
atorvastatin;efavirenz
atorvastatin;erythromycin
atorvastatin;fenofibrate
atorvastatin;fluconazole
atorvastatin;fosamprenavir
atorvastatin;fusidic_acid
atorvastatin;gemfibrozil
atorvastatin;imatinib
atorvastatin;indinavir
atorvastatin;itraconazole
atorvastatin;josamycin
atorvastatin;ketoconazole
atorvastatin;nefazodone
atorvastatin;nelfinavir
atorvastatin;nevirapine
atorvastatin;quinupristin
atorvastatin;rifabutin
atorvastatin;rifampin
atorvastatin;ritonavir
atorvastatin;saquinavir
atorvastatin;telithromycin
atorvastatin;tipranavir
atorvastatin;topotecan
atorvastatin;verapamil
atorvastatin;voriconazole
warfarin;acetaminophen
warfarin;acetylsalicylic_acid
warfarin;allopurinol
warfarin;aminoglutethimide
warfarin;aminosalicylic_acid
warfarin;amiodarone
warfarin;amobarbital
warfarin;amprenavir
warfarin;aprepitant
warfarin;atazanavir
warfarin;azathioprine
warfarin;azithromycin
warfarin;betamethasone
warfarin;bezafibrate
warfarin;bosentan
warfarin;butabarbital
warfarin;butalbital
warfarin;capecitabine
warfarin;carbamazepine
warfarin;cefotetan
warfarin;cefoxitin
warfarin;ceftriaxone
warfarin;celecoxib
warfarin;cholestyramine
warfarin;cimetidine
warfarin;ciprofloxacin
warfarin;cisapride
warfarin;citalopram
warfarin;clarithromycin
warfarin;clofibrate
warfarin;clopidogrel
warfarin;colestipol
warfarin;cyclophosphamide
warfarin;danazol
warfarin;delavirdine
warfarin;demeclocycline
warfarin;desogestrel
warfarin;dexamethasone
warfarin;dextrothyroxine
warfarin;diclofenac
warfarin;dicloxacillin
warfarin;diflunisal
warfarin;disulfiram
warfarin;doxycycline
warfarin;drospirenone
warfarin;drotrecogin_alfa
warfarin;erythromycin
warfarin;ethchlorvynol
warfarin;ethinyl_estradiol
warfarin;ethynodiol_diacetate
warfarin;etodolac
warfarin;etonogestrel
warfarin;etoricoxib
warfarin;fenofibrate
warfarin;fenoprofen
warfarin;floxuridine
warfarin;fluconazole
warfarin;fludrocortisone
warfarin;fluorouracil
warfarin;fluoxetine
warfarin;fluoxymesterone
warfarin;flurbiprofen
warfarin;fluvastatin
warfarin;fluvoxamine
warfarin;fosamprenavir
warfarin;fosphenytoin
warfarin;gefitinib
warfarin;gemcitabine
warfarin;gemfibrozil
warfarin;ginkgo_biloba
warfarin;ginseng
warfarin;glutethimide
warfarin;griseofulvin
warfarin;hydrocortisone
warfarin;ibuprofen
warfarin;imatinib
warfarin;indinavir
warfarin;indomethacin
warfarin;isoniazid
warfarin;itraconazole
warfarin;ketoconazole
warfarin;ketoprofen
warfarin;ketorolac
warfarin;leflunomide
warfarin;levamisole
warfarin;levofloxacin
warfarin;levonorgestrel
warfarin;levothyroxine
warfarin;liothyronine
warfarin;liotrix
warfarin;lovastatin
warfarin;lumiracoxib
warfarin;meclofenamic_acid
warfarin;medroxyprogesterone
warfarin;mefenamic_acid
warfarin;mefloquine
warfarin;meloxicam
warfarin;mercaptopurine
warfarin;mestranol
warfarin;methimazole
warfarin;methohexital
warfarin;metronidazole
warfarin;miconazole
warfarin;minocycline
warfarin;mitotane
warfarin;moxifloxacin
warfarin;nabumetone
warfarin;nafcillin
warfarin;nalidixic_acid
warfarin;nandrolone_decanoate
warfarin;nandrolone_phenpropionate
warfarin;naproxen
warfarin;nelfinavir
warfarin;nevirapine
warfarin;nicardipine
warfarin;norethindrone
warfarin;norfloxacin
warfarin;norgestimate
warfarin;norgestrel
warfarin;ofloxacin
warfarin;orlistat
warfarin;oxandrolone
warfarin;oxaprozin
warfarin;oxyphenbutazone
warfarin;paroxetine
warfarin;pentobarbital
warfarin;pentoxifylline
warfarin;phenobarbital
warfarin;phenylbutazone
warfarin;phenytoin
warfarin;phytonadione
warfarin;piroxicam
warfarin;prednisolone
warfarin;prednisone
warfarin;primidone
warfarin;propafenone
warfarin;propoxyphene
warfarin;propylthiouracil
warfarin;quinidine
warfarin;quinine
warfarin;ranitidine
warfarin;rifabutin
warfarin;rifampin
warfarin;s-adenosylmethionine
warfarin;salicylate-sodium
warfarin;secobarbital
warfarin;sitaxentan
warfarin;st._john's_wort
warfarin;sucralfate
warfarin;sulfadiazine
warfarin;sulfamethoxazole
warfarin;sulfinpyrazone
warfarin;sulfisoxazole
warfarin;sulindac
warfarin;tamoxifen
warfarin;telithromycin
warfarin;tenoxicam
warfarin;testolactone
warfarin;testosterone
warfarin;testosterone_propionate
warfarin;tetracycline
warfarin;thiopental
warfarin;tiaprofenic_acid
warfarin;ticlopidine
warfarin;tigecycline
warfarin;tolbutamide
warfarin;tolmetin
warfarin;treprostinil
warfarin;triamcinolone
warfarin;triflusal
warfarin;trimetrexate
warfarin;trisalicylate-choline
warfarin;vilazodone
warfarin;oxymetholone
warfarin;transdermal_testosterone_gel
labetalol;acetohexamide
labetalol;chlorpropamide
labetalol;cimetidine
labetalol;clonidine
labetalol;dihydroergotamine
labetalol;dihydroergotoxine
labetalol;disopyramide
labetalol;enflurane
labetalol;epinephrine
labetalol;ergonovine
labetalol;ergotamine
labetalol;fenoterol
labetalol;formoterol
labetalol;gliclazide
labetalol;glipizide
labetalol;glisoxepide
labetalol;glyburide
labetalol;glycodiazine
labetalol;halothane
labetalol;ibuprofen
labetalol;indomethacin
labetalol;insulin
labetalol;insulin_glargine
labetalol;isoflurane
labetalol;isoproterenol
labetalol;lidocaine
labetalol;methysergide
labetalol;orciprenaline
labetalol;pipobroman
labetalol;pirbuterol
labetalol;piroxicam
labetalol;prazosin
labetalol;procaterol
labetalol;repaglinide
labetalol;salbutamol
labetalol;salmeterol
labetalol;terazosin
labetalol;terbutaline
labetalol;tolazamide
labetalol;tolbutamide
labetalol;treprostinil
labetalol;verapamil
dipyridamole;adenosine
dipyridamole;fludarabine
dipyridamole;ginkgo_biloba
dipyridamole;topotecan
dipyridamole;treprostinil
oxaprozin;acenocoumarol
oxaprozin;alendronate
oxaprozin;anisindione
oxaprozin;colesevelam
oxaprozin;cyclosporine
oxaprozin;dicumarol
oxaprozin;ginkgo_biloba
oxaprozin;methotrexate
oxaprozin;telmisartan
oxaprozin;timolol
oxaprozin;trandolapril
oxaprozin;treprostinil
oxaprozin;warfarin
pindolol;acetohexamide
pindolol;aminophylline
pindolol;chlorpromazine
pindolol;chlorpropamide
pindolol;clonidine
pindolol;dihydroergotamine
pindolol;dihydroergotoxine
pindolol;diltiazem
pindolol;disopyramide
pindolol;dyphylline
pindolol;epinephrine
pindolol;ergonovine
pindolol;ergotamine
pindolol;fenoterol
pindolol;formoterol
pindolol;gliclazide
pindolol;glipizide
pindolol;glisoxepide
pindolol;glyburide
pindolol;glycodiazine
pindolol;ibuprofen
pindolol;indomethacin
pindolol;insulin
pindolol;insulin_glargine
pindolol;isoproterenol
pindolol;lidocaine
pindolol;mesoridazine
pindolol;methyldopa
pindolol;methysergide
pindolol;orciprenaline
pindolol;oxtriphylline
pindolol;pipobroman
pindolol;pirbuterol
pindolol;piroxicam
pindolol;prazosin
pindolol;procaterol
pindolol;repaglinide
pindolol;salbutamol
pindolol;salmeterol
pindolol;terazosin
pindolol;terbutaline
pindolol;theophylline
pindolol;thioridazine
pindolol;tolazamide
pindolol;tolbutamide
pindolol;treprostinil
pindolol;verapamil
bezafibrate;atorvastatin
bezafibrate;cerivastatin
bezafibrate;cholestyramine
bezafibrate;conivaptan
bezafibrate;cyclosporine
bezafibrate;fluvastatin
bezafibrate;isocarboxazid
bezafibrate;linezolid
bezafibrate;lovastatin
bezafibrate;moclobemide
bezafibrate;phenelzine
bezafibrate;pravastatin
bezafibrate;procarbazine
bezafibrate;rasagiline
bezafibrate;selegiline
bezafibrate;tranylcypromine
bezafibrate;warfarin
teniposide;amprenavir
teniposide;atazanavir
teniposide;butabarbital
teniposide;butalbital
teniposide;clarithromycin
teniposide;conivaptan
teniposide;darunavir
teniposide;delavirdine
teniposide;fosamprenavir
teniposide;imatinib
teniposide;indinavir
teniposide;isoniazid
teniposide;itraconazole
teniposide;ketoconazole
teniposide;lopinavir
teniposide;miconazole
teniposide;natalizumab
teniposide;nefazodone
teniposide;nelfinavir
teniposide;nicardipine
teniposide;posaconazole
teniposide;quinidine
teniposide;quinupristin
teniposide;ritonavir
teniposide;saquinavir
teniposide;telithromycin
teniposide;trastuzumab
teniposide;voriconazole
ezetimibe;cholestyramine
ezetimibe;cyclosporine
ranitidine;acenocoumarol
ranitidine;anisindione
ranitidine;atazanavir
ranitidine;cefditoren
ranitidine;dasatinib
ranitidine;dicumarol
ranitidine;itraconazole
ranitidine;ketoconazole
ranitidine;procainamide
ranitidine;tolazoline
ranitidine;warfarin
dihydroquinidine_barbiturate;amiloride
dihydroquinidine_barbiturate;aminophylline
dihydroquinidine_barbiturate;amiodarone
dihydroquinidine_barbiturate;amitriptyline
dihydroquinidine_barbiturate;aripiprazole
dihydroquinidine_barbiturate;atazanavir
dihydroquinidine_barbiturate;betamethasone
dihydroquinidine_barbiturate;cimetidine
dihydroquinidine_barbiturate;cisapride
dihydroquinidine_barbiturate;clomipramine
dihydroquinidine_barbiturate;codeine
dihydroquinidine_barbiturate;cyclosporine
dihydroquinidine_barbiturate;desipramine
dihydroquinidine_barbiturate;dexamethasone
dihydroquinidine_barbiturate;dextromethorphan
dihydroquinidine_barbiturate;digoxin
